age,attrition,businesstravel,dailyrate,distancefromhome,education,environmentsatisfaction,hourlyrate,jobinvolvement,joblevel,jobsatisfaction,monthlyincome,monthlyrate,numcompaniesworked,over18,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,attrition_flag,jobrole_Human Resources,jobrole_Laboratory Technician,jobrole_Manager,jobrole_Manufacturing Director,jobrole_Research Director,jobrole_Research Scientist,jobrole_Sales Executive,jobrole_Sales Representative,department_Research & Development,department_Sales,maritalstatus_Married,maritalstatus_Single,overtime_Yes,educationfield_Life Sciences,educationfield_Marketing,educationfield_Medical,educationfield_Other,educationfield_Technical Degree,gender_Male,monthlyincome_log
24.0,No,Travel_Rarely,1127,18,1,2,52,3,1,3,2774.0,13257,0,Y,12,3,3,80,1,6,2,3,5,3,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,7.928406026180535
34.0,No,Travel_Rarely,1031,6,4,3,45,2,2,2,4505.0,15000,6,Y,15,3,3,80,1,12,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,8.41316512099219
37.0,No,Travel_Rarely,1189,3,3,3,87,3,3,4,7428.0,14506,2,Y,12,3,1,80,0,12,3,3,5,3,1,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,8.913146539151807
34.0,No,Travel_Rarely,1354,5,3,3,45,2,3,1,11631.0,5615,2,Y,12,3,4,80,0,14,6,3,11,10,5,8,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,9.3615151997733
36.0,No,Travel_Frequently,1467,11,2,2,92,3,3,4,9738.0,22952,0,Y,14,3,3,80,1,10,6,3,9,7,2,8,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,9.1838937219612
36.0,No,Travel_Rarely,922,3,2,1,39,3,1,4,2835.0,2561,5,Y,22,4,1,80,1,7,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7.950149887652018
43.0,No,Travel_Frequently,394,26,2,3,92,3,4,4,16581.0,19494,1,Y,12,3,4,80,2,25,3,4,25,12,4,12,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,9.716073048676163
30.0,No,Travel_Frequently,1312,23,3,1,96,1,1,3,2613.0,22310,1,Y,25,4,3,80,3,10,2,2,10,7,0,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,7.868636894184167
33.0,No,Non-Travel,750,22,2,3,95,3,2,2,6146.0,15480,0,Y,13,3,1,80,1,8,2,4,7,7,0,7,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,8.72371943690701
56.0,Yes,Travel_Rarely,441,14,4,2,72,3,1,2,4963.0,4510,9,Y,18,3,1,80,3,7,2,3,5,4,4,3,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,8.509967146324497
51.0,No,Travel_Rarely,684,6,3,1,51,3,5,3,16581.0,6462,7,Y,13,3,3,80,0,23,5,3,20,18,15,15,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,9.716073048676163
31.0,Yes,Travel_Rarely,249,6,4,2,76,1,2,3,6172.0,20739,4,Y,18,3,2,80,0,12,3,2,7,7,7,7,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,8.727940222393896
26.0,No,Travel_Rarely,841,6,3,3,46,2,1,2,2368.0,23300,1,Y,19,3,3,80,0,5,3,2,5,4,4,3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,7.7702232041587855
58.0,Yes,Travel_Rarely,147,23,4,4,94,3,3,4,10312.0,3465,1,Y,12,3,4,80,1,40,3,2,40,10,15,6,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,9.24116051431607
19.0,Yes,Travel_Rarely,528,22,1,4,50,3,1,3,1675.0,26820,1,Y,19,3,4,80,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,7.424165281042028
22.0,No,Travel_Rarely,594,2,1,3,100,3,1,4,2523.0,19299,0,Y,14,3,3,80,1,3,2,3,2,1,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,7.8336002236611035
49.0,No,Travel_Rarely,470,20,4,3,96,3,2,1,6567.0,5549,1,Y,14,3,3,80,0,16,2,2,15,11,5,11,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,8.789964651132264
43.0,No,Travel_Frequently,957,28,3,2,72,4,1,3,4739.0,16090,4,Y,12,3,4,80,0,18,2,3,3,2,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,8.463792414689122
50.0,No,Travel_Frequently,809,12,3,3,77,3,3,4,9208.0,6645,4,Y,11,3,4,80,0,16,3,3,2,2,2,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,9.127936545721367
31.0,Yes,Travel_Rarely,542,20,3,2,71,1,2,3,4559.0,24788,3,Y,11,3,3,80,1,4,2,3,2,2,2,2,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,8.425077902508432
41.0,No,Travel_Rarely,802,9,1,3,96,3,3,3,8189.0,21196,3,Y,13,3,3,80,1,12,2,3,9,7,0,7,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,9.010669176847115
26.0,No,Travel_Rarely,1355,25,1,3,61,3,1,3,2942.0,8916,1,Y,23,4,4,80,1,8,3,3,8,7,5,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7.987184748233473
36.0,No,Travel_Rarely,216,6,2,2,84,3,2,2,4941.0,2819,6,Y,20,4,4,80,2,7,0,3,3,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,8.505525386548555
51.0,Yes,Travel_Frequently,1150,8,4,1,53,1,3,4,10650.0,25150,2,Y,15,3,4,80,0,18,2,3,4,2,0,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,9.273409063443166
39.0,No,Travel_Rarely,1329,4,4,4,47,2,2,3,5902.0,14590,4,Y,14,3,3,80,1,17,1,4,15,11,5,9,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,8.683215975240689
25.0,No,Travel_Rarely,959,28,3,1,41,2,2,3,8639.0,24835,2,Y,18,3,4,80,0,6,3,3,2,2,2,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,9.064157861798101
30.0,No,Travel_Rarely,1240,9,3,3,48,3,2,4,6347.0,13982,0,Y,19,3,4,80,0,12,2,1,11,9,4,7,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,8.7558950816463
32.0,Yes,Travel_Rarely,1033,9,3,1,41,3,1,1,4200.0,10224,7,Y,22,4,1,80,0,10,2,4,5,4,0,4,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,8.343077871169383
45.0,No,Travel_Rarely,1316,29,3,3,83,3,1,4,3452.0,9752,5,Y,13,3,2,80,0,9,2,2,6,5,0,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,8.146998697389993
38.0,No,Travel_Rarely,364,3,5,4,32,3,2,3,4317.0,2302,3,Y,20,4,2,80,0,19,2,3,3,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,8.370547611074752
30.0,No,Travel_Rarely,438,18,3,1,75,3,1,3,2632.0,23910,1,Y,14,3,3,80,0,5,4,2,5,4,0,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,7.87587915949631
32.0,No,Travel_Frequently,689,9,2,4,35,1,2,4,4668.0,22812,0,Y,17,3,4,80,3,9,2,4,8,7,0,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,8.448700194970938
30.0,No,Travel_Rarely,201,5,3,4,84,3,1,1,3204.0,10415,5,Y,14,3,4,80,1,8,3,3,3,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,8.07246736935477
30.0,No,Travel_Rarely,1427,2,1,2,35,2,1,4,2720.0,11162,0,Y,13,3,4,80,0,6,3,3,5,3,1,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,7.908754738783246
41.0,No,Travel_Frequently,857,10,3,4,91,2,4,1,16581.0,12888,4,Y,13,3,2,80,1,21,2,2,7,6,7,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,9.716073048676163
41.0,No,Travel_Rarely,933,9,4,3,94,3,1,1,2238.0,6961,2,Y,21,4,4,80,1,7,2,3,5,0,1,4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,7.713784616598755
19.0,No,Travel_Rarely,1181,3,1,2,79,3,1,2,1483.0,16102,1,Y,14,3,4,80,0,1,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,7.302496423727326
40.0,No,Travel_Frequently,1395,26,3,2,54,3,2,2,5605.0,8504,1,Y,11,3,1,80,1,20,2,3,20,7,2,13,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,8.631592731724734
35.0,No,Travel_Rarely,662,1,5,3,94,3,3,2,7295.0,11439,1,Y,13,3,1,80,2,10,3,3,10,8,0,6,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,8.895081531754167
53.0,No,Travel_Rarely,1436,6,2,2,34,3,2,3,2306.0,16047,2,Y,20,4,4,80,1,13,3,1,7,7,4,5,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,7.7437032581737535
45.0,No,Travel_Rarely,194,9,3,2,60,3,2,2,2348.0,10901,8,Y,18,3,3,80,1,20,2,1,17,9,0,15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,7.761744984658913
32.0,No,Travel_Frequently,967,8,3,2,43,3,3,4,8998.0,15589,1,Y,14,3,4,80,0,9,2,3,9,8,3,7,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,9.104868739033948
29.0,No,Non-Travel,1496,1,1,4,41,3,2,3,4319.0,26283,1,Y,13,3,1,80,1,10,1,3,10,7,0,9,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,8.371010681238156
51.0,No,Travel_Rarely,1169,7,4,2,34,2,2,3,6132.0,13983,2,Y,17,3,3,80,0,10,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,8.721439305625983
58.0,No,Travel_Rarely,1145,9,3,2,75,2,1,2,3346.0,11873,4,Y,20,4,2,80,1,9,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,8.115819701211327
40.0,No,Travel_Rarely,630,4,4,3,67,2,3,4,10855.0,8552,7,Y,11,3,1,80,1,15,2,2,12,11,2,11,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,9.292473201514705
34.0,No,Travel_Frequently,303,2,4,3,75,3,1,3,2231.0,11314,6,Y,18,3,4,80,1,6,3,3,4,3,1,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,7.710653323501202
22.0,No,Travel_Rarely,1256,19,1,3,80,3,1,4,2323.0,11992,1,Y,24,4,1,80,2,2,6,3,2,2,2,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,7.751045117971802
27.0,No,Non-Travel,691,9,3,4,57,3,1,2,2024.0,5970,6,Y,18,3,4,80,1,6,1,1,2,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,7.613324979540639
28.0,No,Travel_Rarely,440,21,3,3,42,3,1,4,2713.0,6672,1,Y,11,3,3,80,1,5,2,1,5,2,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,7.906178840394815
57.0,No,Travel_Rarely,334,24,2,3,83,4,3,4,9439.0,23402,3,Y,16,3,2,80,1,12,2,1,5,3,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,9.152711259139547
27.0,No,Non-Travel,1450,3,3,3,79,2,1,3,2566.0,25326,1,Y,15,3,4,80,1,1,2,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,7.8504931808711405
50.0,No,Travel_Rarely,1452,11,3,3,53,3,5,2,16581.0,17053,3,Y,15,3,2,80,0,21,5,3,5,4,4,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,9.716073048676163
41.0,No,Travel_Rarely,465,14,3,1,56,3,1,3,2451.0,4609,4,Y,12,3,1,80,1,13,2,3,9,8,1,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,7.804659297056102
30.0,No,Travel_Rarely,1339,5,3,2,41,3,3,4,9419.0,8053,2,Y,12,3,3,80,1,12,2,3,10,9,7,4,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,9.150590367570409
38.0,No,Travel_Rarely,702,1,4,1,59,2,2,4,8686.0,12930,4,Y,22,4,3,80,0,12,2,4,8,3,0,7,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,9.06958293425992
32.0,No,Travel_Rarely,120,6,5,3,43,3,1,3,3038.0,12430,3,Y,20,4,1,80,0,8,2,3,5,4,1,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,8.019283792916793
27.0,No,Travel_Rarely,1157,17,3,3,51,3,1,2,3058.0,13364,0,Y,16,3,4,80,1,6,3,2,5,2,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,8.025843344150903
19.0,Yes,Travel_Frequently,602,1,1,3,100,1,1,1,2325.0,20989,0,Y,21,4,1,80,0,1,5,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,7.75190533307861
36.0,No,Travel_Frequently,1480,3,2,4,30,3,1,2,2088.0,15062,4,Y,12,3,3,80,0,13,3,2,8,7,7,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,7.644440761556566
30.0,No,Non-Travel,111,9,3,3,66,3,2,1,3072.0,11012,1,Y,11,3,3,80,2,12,4,3,12,9,6,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,8.030409562130485
45.0,No,Travel_Rarely,1268,4,2,3,30,3,2,1,5006.0,6319,4,Y,11,3,1,80,1,9,3,4,5,4,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,8.518592212329946
56.0,No,Travel_Rarely,713,8,3,3,67,3,1,1,4257.0,13939,4,Y,18,3,3,80,1,19,3,3,2,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,8.356554845453426
33.0,No,Travel_Rarely,134,2,3,3,90,3,1,4,2500.0,10515,0,Y,14,3,1,80,0,4,2,4,3,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,7.824445930877619
19.0,Yes,Travel_Rarely,303,2,3,2,47,2,1,4,1102.0,9241,1,Y,22,4,3,80,0,1,3,2,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,7.005789019253503
46.0,No,Travel_Rarely,526,1,2,2,92,3,3,1,10453.0,2137,1,Y,25,4,3,80,3,24,2,3,24,13,15,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,9.254739959272866
38.0,No,Travel_Rarely,1380,9,2,3,75,3,1,4,2288.0,6319,1,Y,12,3,3,80,0,2,3,3,2,2,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,7.735870319952567
31.0,No,Travel_Rarely,140,12,1,3,95,3,1,4,3929.0,6984,8,Y,23,4,3,80,1,7,0,3,4,2,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,8.276394704863307
34.0,No,Travel_Rarely,629,27,2,4,95,3,1,2,2311.0,5711,2,Y,15,3,4,80,0,9,3,3,3,2,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,7.7458682297922685
41.0,Yes,Travel_Rarely,1356,20,2,2,70,3,1,2,3140.0,21728,1,Y,22,4,4,80,0,4,5,2,4,3,0,2,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,8.052296499538647
50.0,No,Travel_Rarely,328,1,3,3,86,2,1,3,3690.0,3425,2,Y,15,3,4,80,1,5,2,2,3,2,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,8.213652703029998
53.0,No,Travel_Rarely,1084,13,2,4,57,4,2,1,4450.0,26250,1,Y,11,3,3,80,2,5,3,3,4,2,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8.400884069015854
33.0,No,Travel_Rarely,931,14,3,4,72,3,1,2,2756.0,4673,1,Y,13,3,4,80,1,8,5,3,8,7,1,6,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,7.921898411023797
40.0,No,Travel_Rarely,989,4,1,4,46,3,5,3,16581.0,6499,1,Y,14,3,2,80,1,21,2,3,20,8,9,9,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,9.716073048676163
55.0,No,Travel_Rarely,692,14,4,3,61,4,5,2,16581.0,13339,8,Y,11,3,4,80,0,36,3,3,24,15,2,15,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,9.716073048676163
34.0,No,Travel_Frequently,1069,2,1,4,45,2,2,3,9547.0,14074,1,Y,17,3,3,80,0,10,2,2,10,9,1,9,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,9.16408698745872
51.0,No,Travel_Rarely,313,3,3,4,98,3,4,2,13734.0,7192,3,Y,18,3,3,80,0,21,6,3,7,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,9.527702598529375
52.0,No,Travel_Rarely,699,1,4,3,65,2,5,3,16581.0,5678,0,Y,14,3,1,80,1,34,5,3,33,18,11,9,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,9.716073048676163
27.0,No,Travel_Rarely,894,9,3,4,99,3,1,2,2279.0,11781,1,Y,16,3,4,80,0,7,2,2,7,7,0,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,7.731930721948486
35.0,Yes,Travel_Rarely,556,23,2,2,50,2,2,3,5916.0,15497,3,Y,13,3,1,80,0,8,1,3,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,8.685584842676693
43.0,No,Non-Travel,1344,7,3,4,37,4,1,4,2089.0,5228,4,Y,14,3,4,80,3,7,3,4,5,4,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,7.644919344958857
45.0,No,Non-Travel,1195,2,2,1,65,2,4,4,16581.0,20462,9,Y,23,4,4,80,1,22,1,3,20,8,11,8,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,9.716073048676163
37.0,No,Travel_Rarely,290,21,3,2,65,4,1,1,3564.0,22977,1,Y,12,3,1,80,1,8,3,2,8,7,1,7,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,8.178919332848396
35.0,No,Travel_Frequently,138,2,3,2,37,3,2,2,4425.0,15986,5,Y,11,3,4,80,0,10,5,3,6,2,1,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,8.395251520610994
42.0,No,Non-Travel,926,21,2,3,36,3,2,3,5265.0,16439,2,Y,16,3,2,80,1,11,5,3,5,3,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8.569026340056254
38.0,No,Travel_Rarely,1261,2,4,4,88,3,2,3,6553.0,7259,9,Y,14,3,2,80,0,14,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,8.787830829258759
38.0,No,Travel_Rarely,1084,29,3,4,54,3,2,4,6261.0,4185,3,Y,18,3,1,80,1,9,3,1,7,7,1,7,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,8.742254901886351
27.0,No,Travel_Frequently,472,1,1,3,60,2,2,1,4298.0,9679,5,Y,19,3,3,80,1,6,1,3,2,2,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,8.366137716496281
49.0,No,Non-Travel,1002,18,4,4,92,3,2,4,6804.0,23793,1,Y,15,3,1,80,2,7,0,3,7,7,1,7,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,8.825412915085566
34.0,No,Travel_Frequently,878,10,4,4,43,3,1,3,3815.0,5972,1,Y,17,3,4,80,1,5,4,4,5,3,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,8.246958032568177
40.0,No,Travel_Rarely,905,19,2,3,99,3,2,4,2741.0,16523,8,Y,15,3,3,80,1,15,2,4,7,2,3,7,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,7.91644286012226
38.0,Yes,Travel_Rarely,1180,29,1,2,70,3,2,1,6673.0,11354,7,Y,19,3,2,80,0,17,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,8.80597465931132
29.0,Yes,Travel_Rarely,121,27,3,2,35,3,3,4,7639.0,24525,1,Y,22,4,4,80,3,10,3,2,10,4,1,9,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,8.941152882160566
22.0,No,Travel_Rarely,1136,5,3,4,60,4,1,2,2328.0,12392,1,Y,16,3,1,80,1,4,2,2,4,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,7.753194269884341
36.0,No,Travel_Frequently,635,18,1,2,73,3,1,4,2153.0,7703,1,Y,13,3,1,80,0,8,2,3,8,1,1,7,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,7.675081857716334
40.0,No,Non-Travel,1151,9,5,4,63,2,2,4,4876.0,14242,9,Y,14,3,4,80,1,5,5,1,3,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,8.492285555710053
46.0,No,Travel_Rarely,644,1,4,4,97,3,3,1,9396.0,12368,7,Y,16,3,3,80,1,17,3,3,4,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,9.148145768383065
32.0,Yes,Travel_Rarely,1045,4,4,4,32,1,3,4,10400.0,25812,1,Y,11,3,3,80,0,14,2,2,14,8,9,8,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,9.249657234353133
30.0,No,Non-Travel,829,1,1,3,88,2,3,3,8474.0,20925,1,Y,22,4,3,80,0,12,2,3,11,8,5,8,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,9.044875932248651
27.0,No,Travel_Frequently,1242,20,3,4,90,3,2,3,9981.0,12916,1,Y,14,3,4,80,0,7,2,3,7,7,0,7,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,9.208538750029554
51.0,No,Travel_Rarely,1469,8,4,2,81,2,3,2,12490.0,15736,5,Y,16,3,4,80,2,16,5,1,10,9,4,7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,9.43276366396591
30.0,Yes,Travel_Rarely,1005,3,3,4,88,3,1,1,2657.0,8556,5,Y,11,3,3,80,0,8,5,3,5,2,0,4,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,7.88532923927319
41.0,No,Travel_Rarely,896,6,3,4,75,3,3,4,13591.0,14674,3,Y,18,3,3,80,0,16,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,9.517236663351769
30.0,Yes,Travel_Frequently,334,26,4,3,52,2,2,1,6696.0,22967,5,Y,15,3,3,80,0,9,5,2,6,3,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,8.80941494391005
29.0,Yes,Travel_Rarely,992,1,3,3,85,3,1,3,2058.0,19757,0,Y,14,3,4,80,0,7,1,2,6,2,1,5,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,7.629975707027789
45.0,No,Non-Travel,1052,6,3,4,57,2,3,4,8865.0,16840,6,Y,12,3,4,80,0,23,2,3,19,7,12,8,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,9.089979015305
54.0,No,Travel_Rarely,1147,3,3,4,52,3,2,1,5940.0,17011,2,Y,14,3,4,80,1,16,4,3,6,2,0,5,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,8.689632748355741
36.0,No,Travel_Rarely,1396,5,2,4,62,3,2,2,5914.0,9945,8,Y,16,3,4,80,0,16,3,4,13,11,3,7,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,8.685246776412487
33.0,No,Travel_Rarely,147,4,4,3,47,2,1,2,2622.0,13248,6,Y,21,4,4,80,0,7,3,3,3,2,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,7.872073979866873
37.0,No,Travel_Frequently,663,11,3,2,47,3,3,4,12185.0,10056,1,Y,14,3,3,80,3,10,1,3,10,8,0,7,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,9.40804303080844
38.0,No,Travel_Rarely,119,3,3,1,76,3,3,3,10609.0,9647,0,Y,12,3,3,80,2,17,6,2,16,10,5,13,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,9.26955223160803
31.0,No,Non-Travel,979,1,4,3,90,1,2,3,4345.0,4381,0,Y,12,3,4,80,1,6,2,3,5,4,1,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,8.377011160816375
59.0,No,Travel_Rarely,142,3,3,3,70,2,1,4,2177.0,8456,3,Y,17,3,1,80,1,7,6,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,7.686162303492906
37.0,No,Travel_Frequently,319,4,4,1,41,3,1,4,2793.0,2539,4,Y,17,3,3,80,1,13,2,3,9,8,5,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,7.935229539816907
29.0,No,Travel_Frequently,1413,1,1,2,42,3,3,4,7918.0,6599,1,Y,14,3,4,80,1,11,5,3,11,10,4,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,8.977020214210413
35.0,No,Travel_Frequently,944,1,3,3,92,3,3,3,8789.0,9096,1,Y,14,3,1,80,0,10,3,4,10,7,0,8,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,9.081369990679223
